src_port,dst_port,protocol,duration,pkt_count,total_bytes,mean_pkt_len,max_pkt_len,mean_iat,bytes_per_sec,label
53671,5355,17,0.1014108657836914,2,158,79.0,79,0.1014108657836914,1558.0184507744248,0
56487,5355,17,0.09931349754333496,2,158,79.0,79,0.09931349754333496,1590.921716668547,0
5353,5353,17,0,1,119,119.0,119,0,0,0
5353,5353,17,0,1,84,84.0,84,0,0,0
49959,5355,17,0.10370111465454102,2,158,79.0,79,0.10370111465454102,1523.6094667482078,0
55878,5355,17,0.01207876205444336,2,158,79.0,79,0.01207876205444336,13080.81070624926,0
5353,5353,17,0,1,84,84.0,84,0,0,0
5353,5353,17,0.9082949161529541,2,226,113.0,113,0.9082949161529541,248.81786298795302,0
57621,57621,17,0,1,86,86.0,86,0,0,0
138,138,17,0.0009317398071289062,2,509,254.5,256,0.0009317398071289062,546289.8505629478,0
12223,12223,17,9.803966999053955,2,754,377.0,377,9.803966999053955,76.90764361740081,0
53892,5355,17,0.10419607162475586,2,158,79.0,79,0.10419607162475586,1516.3719470059264,0
58019,5355,17,0.09622883796691895,2,158,79.0,79,0.09622883796691895,1641.9194426344047,0
3702,3702,17,0.0006573200225830078,2,1674,837.0,845,0.0006573200225830078,2546704.7138193687,0
5050,5050,17,0,1,74,74.0,74,0,0,0
3702,3702,17,0.000766754150390625,2,1674,837.0,845,0.000766754150390625,2183229.1343283583,0
51419,1900,17,0.15536737442016602,5,2532,506.4,546,0.038841843605041504,16296.857750537858,0
